OBJECTID,SiteID,SiteName1,SiteName2,Region,SubRegion,Datum,Latitude,Longitude,SurveyYear,DateStart,DateFin,SpeciesID,NestPairs,Individuals,Eggs,LiveYoung,EmptyNests,Technique,ColSize,DataRef,ObserverID,LocDesc,GeorefPt,GazetteName,CorrespLoc,DataEntryPers,DateEntered,Notes
1218,MC-110,Tree Nob Group,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.28722222,-130.8811111,1976, , ,PIGU,,13,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,Northwest of Stephens Island; south side of Brown Passage,"(rocks south of Triple Islands); 54.27111, -130.8775 (rocks southwest of Osborne Islands)",Yes,Complete,williamsr,2008-05-29,
1219,MC-110,Tree Nob Group,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.28722222,-130.8811111,1988, , ,GWGU,60,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Northwest of Stephens Island; south side of Brown Passage,"(rocks south of Triple Islands); 54.27111, -130.8775 (rocks southwest of Osborne Islands)",Yes,Complete,williamsr,2008-05-29,
1220,MC-110,Tree Nob Group,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.28722222,-130.8811111,1988, , ,PECO,22,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Northwest of Stephens Island; south side of Brown Passage,"(rocks south of Triple Islands); 54.27111, -130.8775 (rocks southwest of Osborne Islands)",Yes,Complete,williamsr,2008-05-29,
1221,MC-120,Roland Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.16944444,-130.8425,1976, , ,PIGU,,4,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,"West of Stephens Island, south of Archibald Islands",,Yes,Complete,williamsr,2008-05-29,
1222,MC-120,Roland Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.16944444,-130.8425,1988, , ,GWGU,88,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Stephens Island, south of Archibald Islands",,Yes,Complete,williamsr,2008-05-29,
1223,MC-130,Rachael Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.2,-130.5541667,1987,26/May/87,29/May/87,BLOY,5,,10,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southern Chatham Sound, northeast of Stephens Island",,Yes,Complete,williamsr,2008-05-29,
1224,MC-130,Rachael Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.2,-130.5541667,1987, , ,PIGU,,42,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southern Chatham Sound, northeast of Stephens Island",,Yes,Complete,williamsr,2008-05-29,
1225,MC-130,Rachael Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.2,-130.5541667,1987, , ,RHAU,300,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southern Chatham Sound, northeast of Stephens Island",,Yes,Complete,williamsr,2008-05-29,
1226,MC-130,Rachael Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.2,-130.5541667,1988,20/Jun/88,20/Jun/88,BLOY,3,,6,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southern Chatham Sound, northeast of Stephens Island",,Yes,Complete,williamsr,2008-05-29,
1227,MC-130,Rachael Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.2,-130.5541667,1988, , ,GWGU,25,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southern Chatham Sound, northeast of Stephens Island",,Yes,Complete,williamsr,2008-05-29,
1228,MC-130,Rachael Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.2,-130.5541667,1988, , ,PIGU,,8,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southern Chatham Sound, northeast of Stephens Island",,Yes,Complete,williamsr,2008-05-29,
1229,MC-140,Greentop Islet,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.17722222,-130.4111111,1979,15/Apr/79,31/Jul/79,BLOY,1,,,,,Total count,0,"7,11",Royal British Columbia Provincial Museum,"North of Porcher Island, south of Kinahan Islands",,Yes,Complete,williamsr,2008-05-29,
1230,MC-140,Greentop Islet,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.17722222,-130.4111111,1979, , ,GWGU,6,,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,"North of Porcher Island, south of Kinahan Islands",,Yes,Complete,williamsr,2008-05-29,
1231,MC-140,Greentop Islet,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.17722222,-130.4111111,1979, , ,PIGU,,12,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,"North of Porcher Island, south of Kinahan Islands",,Yes,Complete,williamsr,2008-05-29,
1232,MC-150,Holland Rock,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.1705556,-130.3497223,1979,15/Apr/79,31/Jul/79,BLOY,1,,,,,Total count,0,"7,11",Royal British Columbia Provincial Museum,Northwest of Smith Island in southeastern Chatham Sound,,Yes,Complete,williamsr,2008-05-29,
1233,MC-150,Holland Rock,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.1705556,-130.3497223,1979, , ,GWGU,8,,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,Northwest of Smith Island in southeastern Chatham Sound,,Yes,Complete,williamsr,2008-05-29,
1234,MC-150,Holland Rock,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.1705556,-130.3497223,1979, , ,PIGU,,10,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,Northwest of Smith Island in southeastern Chatham Sound,,Yes,Complete,williamsr,2008-05-29,
1235,MC-160,Gull Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.13222222,-130.5213889,1987, , ,GWGU,39,,,,,Partial Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South end of Chatham Sound, east of Stephens Island, north of Porcher Island",,Yes,Complete,williamsr,2008-05-29,
1236,MC-160,Gull Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.13222222,-130.5213889,1987, , ,PIGU,,6,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South end of Chatham Sound, east of Stephens Island, north of Porcher Island",,Yes,Complete,williamsr,2008-05-29,
1237,MC-170,Lawyer Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.11194444,-130.3416667,1987,27/May/87,27/May/87,BLOY,4,,8,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Northeast of Porcher Island between Malacca and Marcus Passages,,Yes,Complete,williamsr,2008-05-29,
1238,MC-170,Lawyer Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.11194444,-130.3416667,1987, , ,GWGU,0,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Northeast of Porcher Island between Malacca and Marcus Passages,,Yes,Complete,williamsr,2008-05-29,
1239,MC-180,Northwest Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,53.54777778,-130.6352778,1976,15/Apr/76,31/Jul/76,BLOY,1,,,,,Total count,0,"7,11",Royal British Columbia Provincial Museum,North of Bonilla Island off the northwestern end of Banks Island,,Yes,Complete,williamsr,2008-05-29,
1240,MC-180,Northwest Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,53.54777778,-130.6352778,1976, , ,GWGU,36,,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,North of Bonilla Island off the northwestern end of Banks Island,,Yes,Complete,williamsr,2008-05-29,
1241,MC-180,Northwest Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,53.54777778,-130.6352778,1976, , ,PIGU,,47,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,North of Bonilla Island off the northwestern end of Banks Island,,Yes,Complete,williamsr,2008-05-29,
1242,MC-190,North Rock,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,53.51222222,-130.6105556,1976,15/Apr/76,31/Jul/76,BLOY,1,,,,,Total count,0,"7,11",Royal British Columbia Provincial Museum,"North of Bonilla Island, southeast of Northwest Rocks",,Yes,Complete,williamsr,2008-05-29,
1243,MC-190,North Rock,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,53.51222222,-130.6105556,1976, , ,GWGU,27,,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,"North of Bonilla Island, southeast of Northwest Rocks",,Yes,Complete,williamsr,2008-05-29,
1244,MC-190,North Rock,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,53.51222222,-130.6105556,1976, , ,PIGU,,29,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,"North of Bonilla Island, southeast of Northwest Rocks",,Yes,Complete,williamsr,2008-05-29,
1245,MC-200,Joseph Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,53.14444444,-130.0416667,1988,15/Jun/88,15/Jun/88,BLOY,0,,0,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of the south end of Banks Island,,Yes,Complete,williamsr,2008-05-29,
1246,MC-200,Joseph Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,53.14444444,-130.0416667,1988, , ,GWGU,245,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of the south end of Banks Island,,Yes,Complete,williamsr,2008-05-29,
1247,MC-200,Joseph Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,53.14444444,-130.0416667,1988, , ,PIGU,,75,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of the south end of Banks Island,,Yes,Complete,williamsr,2008-05-29,
1248,MC-210,MacDonald Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.979167,-129.693611,1988,15/Jun/88,15/Jun/88,BLOY,1,,0,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Off the west side of Dewdney Island at the south end of the Estevan Group,,Yes,Complete,williamsr,2008-05-29,
1249,MC-210,MacDonald Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.979167,-129.693611,1988, , ,GWGU,6,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Off the west side of Dewdney Island at the south end of the Estevan Group,,Yes,Complete,williamsr,2008-05-29,
1250,MC-210,MacDonald Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.979167,-129.693611,1988, , ,PIGU,,4,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Off the west side of Dewdney Island at the south end of the Estevan Group,,Yes,Complete,williamsr,2008-05-29,
1251,MC-220,"""Porter"" Rocks",,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.94527778,-129.5719444,1988, , ,GWGU,12,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Southwest of Porter Island at the south end of Dewdney Island, east of Jacinto Islands",,No,None,williamsr,2008-05-29,
1252,MC-230,Glide Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.96416667,-129.4816667,1988,15/Jun/88,15/Jun/88,BLOY,1,,3,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Southeast of Dewdney Island,,Yes,Complete,williamsr,2008-05-29,
1253,MC-230,Glide Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.96416667,-129.4816667,1988, , ,GWGU,12,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Southeast of Dewdney Island,,Yes,Complete,williamsr,2008-05-29,
1254,MC-230,Glide Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.96416667,-129.4816667,1988, , ,PIGU,,2,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Southeast of Dewdney Island,,Yes,Complete,williamsr,2008-05-29,
1255,MC-240,Dupont Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.93972222,-129.4394444,1988,15/Jun/88,15/Jun/88,BLOY,3,,0,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Southeast of Dewdney Island at the entrance to Estevan Sound,,Yes,Complete,williamsr,2008-05-29,
1256,MC-240,Dupont Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.93972222,-129.4394444,1988, , ,FTSP,50,,,,,Partial Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Southeast of Dewdney Island at the entrance to Estevan Sound,,Yes,Complete,williamsr,2008-05-29,
1257,MC-240,Dupont Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.93972222,-129.4394444,1988, , ,LSPE,50,,,,,Partial Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Southeast of Dewdney Island at the entrance to Estevan Sound,,Yes,Complete,williamsr,2008-05-29,
1258,MC-240,Dupont Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.93972222,-129.4394444,1988, , ,RHAU,0,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Southeast of Dewdney Island at the entrance to Estevan Sound,,Yes,Complete,williamsr,2008-05-29,
1259,MC-250,Beaven Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.79166667,-129.3902778,1976,15/Apr/76,31/Jul/76,BLOY,1,,,,,Total count,0,"7,11",Royal British Columbia Provincial Museum,"At the northwest end of the Anderson Islands, southwest of Rennison Island",,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Beaven Island'
1260,MC-260,Anderson Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.78333333,-129.35,1976,15/Apr/76,31/Jul/76,BLOY,1,,,,,Total count,0,"7,11",Royal British Columbia Provincial Museum,West of the northern end of Aristazabal Island,,Yes,Complete,williamsr,2008-05-29,
1261,MC-270,Wells Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.75166667,-129.4697222,1988,20/Jun/88,20/Jun/88,BLOY,7,,12,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Anderson Islands, north of Moore Islands",,Yes,Complete,williamsr,2008-05-29,
1262,MC-270,Wells Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.75166667,-129.4697222,1988, , ,FTSP,0,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Anderson Islands, north of Moore Islands",,Yes,Complete,williamsr,2008-05-29,
1263,MC-270,Wells Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.75166667,-129.4697222,1988, , ,GWGU,83,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Anderson Islands, north of Moore Islands",,Yes,Complete,williamsr,2008-05-29,
1264,MC-270,Wells Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.75166667,-129.4697222,1988, , ,PIGU,,19,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Anderson Islands, north of Moore Islands",,Yes,Complete,williamsr,2008-05-29,
1265,MC-270,Wells Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.75166667,-129.4697222,1988, , ,RHAU,0,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Anderson Islands, north of Moore Islands",,Yes,Complete,williamsr,2008-05-29,
1266,MC-270,Wells Rocks,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.75166667,-129.4697222,1988, , ,TUPU,,0,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Anderson Islands, north of Moore Islands",,Yes,Complete,williamsr,2008-05-29,
1267,MC-280,Isnor Rock,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.73583333,-129.5280556,1988,20/Jun/88,20/Jun/88,BLOY,1,,0,1,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Northwest of Moore Islands, west of Wells Rocks",,Yes,Complete,williamsr,2008-05-29,
1268,MC-280,Isnor Rock,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.73583333,-129.5280556,1988, , ,GWGU,1,,,,,Inferred count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Northwest of Moore Islands, west of Wells Rocks",,Yes,Complete,williamsr,2008-05-29,
1269,MC-280,Isnor Rock,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.73583333,-129.5280556,1988, , ,PIGU,,18,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Northwest of Moore Islands, west of Wells Rocks",,Yes,Complete,williamsr,2008-05-29,
1270,MC-290,Moore Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,52.67944444,-129.4188889,1988,17/May/88,20/Jun/88,BLOY,21,,22,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Kettle Inlet on the northern west side of Aristazabal Island,,Yes,Complete,williamsr,2008-05-29,
