location_name,location_index,location_midpoint_lng,location_midpoint_lat,location_comments,survey_start_year,survey_start_month,survey_start_day,survey_end_year,survey_end_month,survey_end_day,survey_time,survey_comments,personnel_list,sponsor_list,document_list,species_common_name,species_abundance,site_use,data_quality,breeding_individuals,total_individuals,count_conversions,best_current_value,status_record_comments,,,,,,,,,,,,,,
Kiska Island (Vega Pt Islets),AK Map 14 Site 10,177.32384,51.825,,1978,8,10,1978,8,10,,,"Robert Day, Tom Early, Brian Lawhead, Elaine Rhode",,"Day, R.H., B.E. Lawhead, T.J. Early, and E.B. Rhode. 1979. Results of a marine bird and mammal survey of the western Aleutian Islands: summer 1978",Tufted Puffin,Unspecified,Breeding,Fair,700,,2x census data value,TRUE,,,,,,,,,,,,,,,
Kisselen Bay,AK Map 23 Site 55,-166.57058,53.71309,,1981,7,18,1981,7,18,,,"Patricia Baird, Douglas Forsell, Donald Shields, Gregory Weiler",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,112,,Literal (equal to census data value),TRUE,Tufted puffin estimate based on a assumed 65% burrows occupied.,,,,,,,,,,,,,,
Kittiwake Island,AK Map 31 Site 26,-156.76151,56.9469,,1976,7,8,1976,7,8,,,"Craig Harrison, Kevin Powers",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,100,Literal (equal to census data value),FALSE,Count by 50's.,,,,,,,,,,,,,,
Kittiwake Island,AK Map 31 Site 26,-156.76151,56.9469,,1980,6,17,1980,7,13,,"Jute Bay to Amber Bay census period June 17 to July 13, 1980. Species #'s are for all of Chiginagak Bay area (sites 25, 26, 27, 28, 30) observed in 1980.","Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1984. Distribution and abundance of marine birds breeding between Amber and Kamishak Bays, Alaska, with notes on interactions with bears",Tufted Puffin,Unspecified,Breeding,Fair,3000,,2x census data value,FALSE,Minimal indice.,,,,,,,,,,,,,,
Kittiwake Island,AK Map 31 Site 26,-156.76151,56.9469,,1999,7,29,1999,7,29,,,"Robert Blush, Susan Savage <susan_savage@fws.gov>, Melanie Spies",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,6,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Kiukpalik Island Area,AK Map 43 Site 174,-153.56538,58.60325,,1981,7,1,1981,7,22,,"Portage Bay to Kamishak Bay census period July 1-22, 1981.","Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1984. Distribution and abundance of marine birds breeding between Amber and Kamishak Bays, Alaska, with notes on interactions with bears",Tufted Puffin,Unspecified,Breeding,Fair,60,,2x census data value,FALSE,Minimal indice.,,,,,,,,,,,,,,
Kiukpalik Island Area,AK Map 43 Site 174,-153.56538,58.60325,,1988,7,20,1988,7,20,,1988 field #21 (21). Poor weather conditions.,"Barbara Blackie, James Litch",,"Litch, J.A., and B.A. Blackie. 1988. 1988 coastal seabird colony monitoring program, Katmai National Park and Preserve, Alaska, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Present,Breeding,Fair,,35,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Kiukpalik Island Area,AK Map 43 Site 174,-153.56538,58.60325,,1989,6,26,1989,8,26,,"Census conducted from June 26 through August 26, 1989. Field # 21.","Heidi Herendeen, Christian Martin",,"Martin, C.J.. 1989. Inventory of coastal seabirds in Katmai National Park and Preserve during 1989",Tufted Puffin,Present,Breeding,Fair,14,,2x census data value,FALSE,Minimum estimate.,,,,,,,,,,,,,,
Kiukpalik Island Area,AK Map 43 Site 174,-153.56538,58.60325,,1993,6,27,1993,7,2,,Census period 27 June - 2 July 1993.,"Paul Gibson, Richard Potts, Dick Sellers",,"Potts, R.R.. 1993. 1993 coastal seabird and sea mammal monitoring report, Katmai National Park and Preserve, Alaska",Tufted Puffin,Present,Breeding,Poor,,3,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Kiukpalik Island Area,AK Map 43 Site 174,-153.56538,58.60325,,1994,6,26,1994,6,26,,Estimated mean from 3 obs. Counts within 5-10%.,"Buddy Goatcher, Richard Potts, Dennis Zwiefelhofer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,80,Literal (equal to census data value),TRUE,Burrows on S & E shores.,,,,,,,,,,,,,,
Kiveepuk,AK Map 93 Site 34,-170.69624,63.65018,See 093-003 for historical data.,1996,7,5,1996,7,5,,Censused from 17ft inflatable 20-30 meters offshore. Cliffs divided into sections for easier counting.,"Edgar Bailey, Nina Faust, Benjamin Pungowiyi, Caleb Pungowiyi, Shawn Stephensen",,"Stephensen, S.W., C. Pungowiyi, and V.M. Mendenhall. 1998. A seabird survey of Saint Lawrence Island, Alaska 1996-1997, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Present,Breeding,Fair,,8,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",TRUE,Minimum count.,,,,,,,,,,,,,,
Klek Benchmark,AK Map 35 Site 9,-155.61234,57.65809,,1973,6,2,1973,6,2,,,Leroy Sowl,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Unknown,,500,,FALSE,,,,,,,,,,,,,,,
Klek Benchmark,AK Map 35 Site 9,-155.61234,57.65809,,1976,7,4,1976,7,4,,,"Patrick Gould, Kevin Powers",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Fair,,5,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",FALSE,Flew onto cliff.,,,,,,,,,,,,,,
Klek Benchmark,AK Map 35 Site 9,-155.61234,57.65809,,1999,7,22,1999,7,22,,,"Robert Blush, Susan Savage <susan_savage@fws.gov>, Melanie Spies",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,2,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Knee Bay Stack,AK Map 34 Site 94,-152.41,57.9417,,1975,7,27,1975,7,27,,,"Matthew Dick, Irving Warner",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,30,Literal (equal to census data value),FALSE,"21 counted, observer adjusted estimate.",,,,,,,,,,,,,,
Knee Bay Stack,AK Map 34 Site 94,-152.41,57.9417,,2002,7,1,2002,7,1,,,Dennis Zwiefelhofer,,"Stephensen, S.W., D.C. Zwiefelhofer, and L. Slater. 2003. Seabird colony survey of north and west Kodiak Island, Alaska, June 2002",Tufted Puffin,Present,Breeding,Fair,,273,Literal (equal to census data value),TRUE,"Count of birds on land, water, and flying.",,,,,,,,,,,,,,
Knoll Head,AK Map 51 Site 18,-153.51861,59.6381,,1978,,,1978,,,,,"Paul Arneson, James Butcher",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Fair,,15,Literal (equal to census data value),TRUE,Counted 5 burrows. Observer adjusted for better estimate.,,,,,,,,,,,,,,
Knoll Head,AK Map 51 Site 19,-153.5075,59.63749,,1978,,,1978,,,,,Paul Arneson,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,6,Literal (equal to census data value),TRUE,Counted 3 birds. Observer adjusted for better estimate.,,,,,,,,,,,,,,
Koniuji Island,AK Map 34 Site 40,-152.84383,57.93098,,1975,8,14,1975,8,14,,,Matthew Dick,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,120,,2x census data value,FALSE,,,,,,,,,,,,,,,
Koniuji Island,AK Map 18 Site 6,-175.12925,52.22225,,1982,6,,1982,6,,,,"Edgar Bailey, John Trapp",,"Bailey, E.P. and J.L. Trapp. 1986. A reconnaissance of breeding marine birds and mammals in the east-central Aleutian Islands--Kasatochi to the Islands of Four Mountains--summer 1982, with notes on other species",Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,20000,Literal (equal to census data value),TRUE,Estimate derived from bird & burrow counts.,,,,,,,,,,,,,,
Koniuji Island,AK Map 18 Site 6,-175.12925,52.22225,,1994,8,7,1994,8,7,,Counted with two crews in small boats 50 m from shore. Late census.,"G Byrd <vernon_byrd@fws.gov>, Jeffrey Williams <Jeff_Williams@fws.gov>",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Abundant,Breeding,Poor,,,Literal (equal to census data value),FALSE,Hundreds.,,,,,,,,,,,,,,
Koniuji Island,AK Map 18 Site 6,-175.12925,52.22225,,1995,8,13,1995,8,13,,All but the north side of the island surveyed.,"Brian Anderson, G Byrd <vernon_byrd@fws.gov>, Laura Greffinius, Fiona Hunter, Colin Studds, Jeffrey Williams <Jeff_Williams@fws.gov>",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Poor,,3000,Manager adjusted observer's data another way.  (See footnote.),FALSE,Thousands.,,,,,,,,,,,,,,
Koniuji Island,AK Map 34 Site 40,-152.84383,57.93098,,2002,6,15,2002,6,15,,,Jacob LaCroix,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,2,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Koomlangeelkuk Bay,AK Map 93 Site 33,-170.57977,63.66318,Near rock quarry. Two subcolonies.,1996,7,7,1996,7,7,,Censused from 17ft inflatable 20-30 meters offshore.,"Edgar Bailey, Caleb Pungowiyi, Benjamin Pungowiyi, Shawn Stephensen",,"Stephensen, S.W., C. Pungowiyi, and V.M. Mendenhall. 1998. A seabird survey of Saint Lawrence Island, Alaska 1996-1997, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Present,Breeding,Fair,,3,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",TRUE,Minimum count.,,,,,,,,,,,,,,
Koriga Point,AK Map 23 Site 39,-167.01163,53.9615,,1981,6,16,1981,6,16,,,"Patricia Baird, Douglas Forsell, Donald Shields, Gregory Weiler",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,100,,2x census data value,TRUE,,,,,,,,,,,,,,,
Korovin Bay,AK Map 28 Site 34,-160.24579,55.41504,,1973,6,9,1973,6,9,,,"Edgar Bailey, George Divoky, Leroy Sowl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Koschekt Island,AK Map 23 Site 63,-166.07029,53.9908,,1980,5,20,1980,5,20,,,"Douglas Forsell, Jeffery Kogan, David Nysewander, Donald Shields",,"Nysewander, D.R., D.J. Forsell, P.A. Baird, D.J. Shields, G.J. Weiler, and J.H. Kogan. 1982. Marine bird and mammal survey of the eastern Aleutian Islands, summers of 1980-81, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Unspecified,Breeding,Fair,10998,,Literal (equal to census data value),TRUE,Tufted puffin estimate based on a assumed 65% burrows occupied.,,,,,,,,,,,,,,
Koweelik & Binakslit,AK Map 57 Site 3,-167.02374,60.21235,,1978,7,,1978,7,,,,"Bob Ritchie, Tim Smith",,"Ritchie, R.. 1978. Seabirds and their nesting habitats on western Nunivak Island, Alaska",Tufted Puffin,Unspecified,Breeding,Poor,,,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Kukak Point Islands,AK Map 42 Site 12,-154.08749,58.34139,,1981,7,1,1981,7,22,,"Portage Bay to Kamishak Bay census period July 1-22, 1981. Species #'s are of entire Kukak Bay area. Colonies not separated.","Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1984. Distribution and abundance of marine birds breeding between Amber and Kamishak Bays, Alaska, with notes on interactions with bears",Tufted Puffin,Unspecified,Breeding,Fair,20,,2x census data value,FALSE,Minimal estimate.,,,,,,,,,,,,,,
Kukak Point Islands,AK Map 42 Site 12,-154.08749,58.34139,,1994,6,27,1994,6,27,,Censused from Yugnat Rocks to Tiny Is.,"Buddy Goatcher, Richard Potts, Dennis Zwiefelhofer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,2,,2x census data value,TRUE,"1 bird obs, est 1 nest.",,,,,,,,,,,,,,
Kulichikof Island,AK Map 34 Site 110,-152.38889,57.7746,,1982,7,1,1982,7,1,,,"Lynn Krasnow, David Nysewander",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Poor,,,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Kulichikof Island,AK Map 34 Site 110,-152.38889,57.7746,,1989,8,13,1989,8,13,,,Richard MacIntosh,,"MacIntosh, R.. 1989. Survey of seabird colonies in inner Chiniak Bay, August, 1989",Tufted Puffin,Present,Breeding,Fair,,5,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Kulichikof Island,AK Map 34 Site 110,-152.38889,57.7746,,1990,6,28,1990,6,28,,,Richard MacIntosh,,"MacIntosh, R.R.. 1990. Survey of seabird colonies in Chiniak Bay, Kodiak Island, Alaska June - August, 1990",Tufted Puffin,Unspecified,Breeding,Fair,,30,3x census data value,TRUE,Observed 10's of birds.,,,,,,,,,,,,,,
Kulichikof Island,AK Map 34 Site 110,-152.38889,57.7746,,1992,8,11,1992,8,11,,,"Mary Cody, Dennis Zwiefelhofer",,"Zwiefelhoffer, D.C. and M.B. Cody. 1992. Unpublished Data",Tufted Puffin,Present,Unspecified,Poor,,,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Kumlik Island,AK Map 31 Site 18,-157.41168,56.64139,,1979,7,,1979,7,,,,"Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1981. Summer distribution and abundance of marine birds and mammals between Mitrofania and Sutwik Islands south of the Alaska Peninsula",Tufted Puffin,Unspecified,Breeding,Fair,,200,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Kupreanof Point,AK Map 27 Site 16,-159.60047,55.56719,,1973,6,8,1973,6,8,,,"Edgar Bailey, George Divoky, Leroy Sowl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,3500,,FALSE,,,,,,,,,,,,,,,
Kupreanof Point,AK Map 27 Site 16,-159.60047,55.56719,,1990,5,31,1990,5,31,,Aerial survey with helicopter.,"Donna Dewherst <donna_dewherst@fws.gov>, Gregory Thomson <greg_thomson@fws.gov>",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,1500,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",TRUE,Minimum estimate flying and on water.,,,,,,,,,,,,,,
Ladder Island,AK Map 34 Site 7,-152.90941,57.3108,,1957,,,1957,,,,,Calvin Lensink,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Unknown,,,,FALSE,,,,,,,,,,,,,,,
Ladder Island,AK Map 34 Site 7,-152.90941,57.3108,,1976,6,22,1976,6,22,,,"Colleen Handel, Gerald Sanger",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,6000,,FALSE,,,,,,,,,,,,,,,
Ladder Island,AK Map 34 Site 7,-152.90941,57.3108,,1994,6,5,1994,6,5,,,"David Duffy, Toby Sanborn, Judy Sherburne",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,250,"Observer provided a range (e.g. ""100 to 250"").  Catalog data are midpoint of range.",FALSE,200-300 on water & colony. Many burrows.,,,,,,,,,,,,,,
Ladder Island,AK Map 34 Site 7,-152.90941,57.3108,,2001,6,23,2001,6,23,,,"Rebecca Howard, Shawn Stephensen, Dennis Zwiefelhofer",,"Stephensen, S.W., D.C. Zwiefelhofer, R.J. Howard. 2002. Seabird colony survey of south and east Kodiak Island, Alaska, June 2001",Tufted Puffin,Present,Breeding,Fair,,38,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Ladder Knob,AK Map 16 Site 19,-178.76517,51.8255,,1996,6,,1996,7,,,Census period early June to late July.,"Edward Grossman, Thomas Paragi, Steve Runyan, Jon Spiegel",,"Paragi, T.F.. 1996. Eradication of arctic foxes in 1996 on Gareloi Island, Alaska",Tufted Puffin,Unspecified,Breeding,Fair,,300,Literal (equal to census data value),TRUE,Approximate estimate.,,,,,,,,,,,,,,
Lamb Island,AK Map 43 Site 13,-152.68531,58.03499,,1976,6,29,1976,6,29,,,"Matthew Dick, Jay Nelson",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,70,,2x census data value,TRUE,"35 birds on water, estimate by eye of burrows.",,,,,,,,,,,,,,
"Large Island, N of Duck Cape",AK Map 43 Site 163,-152.247,58.40133,See 043-053 (53b) for historical info. Original site separated into three colonies.,1992,6,9,1992,6,9,,"Special pigeon guillemot survey. Censused during peak colony attendance indicated by courtship displays and site-attachment behavior. 1992 field #72. Minimum counts, because of many birds and activiti","Mary Cody, Janey Fadely, Dennis Zwiefelhofer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding,Fair,,65,Literal (equal to census data value),TRUE,"6/23/92: 8 nests, 22 birds.",,,,,,,,,,,,,,
"Largest Island, S. Icon Bay",AK Map 34 Site 92,-152.34759,57.89145,,1975,7,28,1975,7,28,,,"Matthew Dick, Irving Warner",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,350,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",FALSE,,,,,,,,,,,,,,,
"Largest Island, S. Icon Bay",AK Map 34 Site 92,-152.34759,57.89145,,2002,7,1,2002,7,1,,,Dennis Zwiefelhofer,,"Stephensen, S.W., D.C. Zwiefelhofer, and L. Slater. 2003. Seabird colony survey of north and west Kodiak Island, Alaska, June 2002",Tufted Puffin,Present,Breeding,Fair,,222,Literal (equal to census data value),TRUE,"Count of birds on land, water, and flying.",,,,,,,,,,,,,,
Latax Rocks (South Rock),AK Map 43 Site 1,-152.5167,58.66999,,1976,7,29,1976,7,29,,,"Matthew Dick, Jay Nelson",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,150,,2x census data value,TRUE,,,,,,,,,,,,,,,
Leader Island,AK Map 27 Site 19,-159.46469,55.72189,,1973,6,7,1973,6,7,,,"Edgar Bailey, George Divoky, Leroy Sowl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,3500,,FALSE,,,,,,,,,,,,,,,
Leader Island,AK Map 27 Site 19,-159.46469,55.72189,,1976,7,27,1976,7,27,,,"Edgar Bailey, Kevin Powers, Arthur Sowls",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,200,,TRUE,,,,,,,,,,,,,,,
