ID,USFWSGroupedColonyCode,USFWSColonyCode,CCN,ColonyName,SubColonyName,FullColonyName,County,ColonyType,LocationComments,Longitude,Latitude,Island,Jurisdiction,SubRegion
1252,477-003,477-003-01,MO-354-08,Cape San Martin,1,Cape San Martin-1,Monterey,Subcolony,,-121.46615100000,35.88817299990,,,South Central California
1253,477-003,477-003-02,MO-354-08,Cape San Martin,2,Cape San Martin-2,Monterey,Subcolony,,-121.46869006900,35.88895326010,,,South Central California
1984,477-003,477-003-03,MO-354-08,Cape San Martin,3,Cape San Martin-3,Monterey,Subcolony,,-121.47062459500,35.88862518170,,,South Central California
1254,477-003,477-003-99,MO-354-08,Cape San Martin,99,Cape San Martin Centroid,Monterey,"Colony, centroid of subcolonies",,-121.46854300000,35.88829899990,,,South Central California
1255,477-004,477-004-00,MO-354-09,Unnamed Rock,0,Unnamed Rock,Monterey,"Colony, no subcolonies",,-121.46336400000,35.88511300020,,,South Central California
1256,477-005,477-005-00,MO-354-12,Redwood Gulch Rock,0,Redwood Gulch Rock,Monterey,"Colony, no subcolonies",,-121.39763400000,35.83057400010,,BLM,South Central California
1257,477-006,477-006-00,SL-354-04,La Cruz Rock,0,La Cruz Rock,San Luis Obispo,"Colony, no subcolonies",,-121.31298100000,35.70712399970,,BLM,South Central California
1258,477-007,477-007-00,SL-352-01,Piedras Blancas Island,0,Piedras Blancas Island,San Luis Obispo,"Colony, no subcolonies",,-121.28883800000,35.66485499970,,BLM,South Central California
1259,477-009,477-009-01,SL-350-02,Point Buchon,1,Point Buchon-1,San Luis Obispo,Subcolony,,-120.89550100000,35.26234400010,,,South Central California
1260,477-009,477-009-02,SL-350-02,Point Buchon,2,Point Buchon-2,San Luis Obispo,Subcolony,,-120.89640100000,35.25891099970,,,South Central California
1261,477-009,477-009-03,SL-350-02,Point Buchon,3,Point Buchon-3,San Luis Obispo,Subcolony,,-120.89862600000,35.25713599960,,,South Central California
1262,477-009,477-009-04,SL-350-02,Point Buchon,4,Point Buchon-4,San Luis Obispo,Subcolony,,-120.89815300000,35.25711199980,,BLM,South Central California
1263,477-009,477-009-05,SL-350-02,Point Buchon,5,Point Buchon-5,San Luis Obispo,Subcolony,,-120.89931300000,35.25467300020,,,South Central California
1264,477-009,477-009-06,SL-350-02,Point Buchon,6,Point Buchon-6,San Luis Obispo,Subcolony,,-120.89855500000,35.25114599970,,,South Central California
1265,477-009,477-009-99,SL-350-02,Point Buchon,99,Point Buchon Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-120.89921800000,35.25732499960,,,South Central California
1266,477-010,477-010-01,SL-350-03,Unnamed Rocks,1,Unnamed Rocks-1,San Luis Obispo,Subcolony,,-120.89621600000,35.24780600010,,,South Central California
1267,477-010,477-010-02,SL-350-03,Unnamed Rocks,2,Unnamed Rocks-2,San Luis Obispo,Subcolony,,-120.89744600000,35.24773700000,,,South Central California
1268,477-010,477-010-03,SL-350-03,Unnamed Rocks,3,Unnamed Rocks-3,San Luis Obispo,Subcolony,,-120.89572900000,35.24643700030,,,South Central California
1269,477-010,477-010-05,SL-350-03,Unnamed Rocks,5,Unnamed Rocks-5,San Luis Obispo,Subcolony,,-120.89457400000,35.24462999970,,,South Central California
1270,477-010,477-010-06,SL-350-03,Unnamed Rocks,6,Unnamed Rocks-6,San Luis Obispo,Subcolony,,-120.89345800000,35.24387799960,,BLM,South Central California
1271,477-010,477-010-07,SL-350-03,Unnamed Rocks,7,Unnamed Rocks-7,San Luis Obispo,Subcolony,,-120.89279200000,35.24292000010,,BLM,South Central California
1272,477-010,477-010-08,SL-350-03,Unnamed Rocks,8,Unnamed Rocks-8,San Luis Obispo,Subcolony,,-120.89261000000,35.24216900030,,,South Central California
1273,477-010,477-010-09,SL-350-03,Unnamed Rocks,9,Unnamed Rocks-9,San Luis Obispo,Subcolony,,-120.89196700000,35.24233900010,,,South Central California
1274,477-010,477-010-10,SL-350-03,Unnamed Rocks,10,Unnamed Rocks-10,San Luis Obispo,Subcolony,,-120.89048900000,35.24062899990,,,South Central California
1275,477-010,477-010-11,SL-350-03,Unnamed Rocks,11,Unnamed Rocks-11,San Luis Obispo,Subcolony,,-120.89012500000,35.24042300030,,,South Central California
1276,477-010,477-010-12,SL-350-03,Unnamed Rocks,12,Unnamed Rocks-12,San Luis Obispo,Subcolony,,-120.88938600000,35.23985400030,,,South Central California
1277,477-010,477-010-13,SL-350-03,Unnamed Rocks,13,Unnamed Rocks-13,San Luis Obispo,Subcolony,,-120.88757900000,35.23711400030,,,South Central California
1278,477-010,477-010-14,SL-350-03,Unnamed Rocks,14,Unnamed Rocks-14,San Luis Obispo,Subcolony,,-120.88739800000,35.23725999980,,,South Central California
1279,477-010,477-010-15,SL-350-03,Unnamed Rocks,15,Unnamed Rocks-15,San Luis Obispo,Subcolony,,-120.88565200000,35.23535699990,,,South Central California
1280,477-010,477-010-16,SL-350-03,Unnamed Rocks,16,Unnamed Rocks-16,San Luis Obispo,Subcolony,,-120.89616800000,35.24796400000,,,South Central California
1281,477-010,477-010-99,SL-350-03,Unnamed Rocks,99,Unnamed Rocks Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-120.89312400000,35.24113599980,,,South Central California
1282,477-011,477-011-00,SL-350-05,Lion Rock,0,Lion Rock,San Luis Obispo,"Colony, no subcolonies",,-120.87239300000,35.21722000020,,BLM,South Central California
1283,477-012,477-012-00,,Unnamed Rock,0,Unnamed Rock,San Luis Obispo,"Colony, no subcolonies",,-120.84120310000,35.20167500040,,,South Central California
1284,477-013,477-013-00,,Thirty-six (36) North,0,Thirty-six (36) North,Monterey,"Colony, no subcolonies",,-121.48928500000,35.97726500020,,,South Central California
1285,477-014,477-014-00,MO-354-03,Larus Rock,0,Larus Rock,Monterey,"Colony, no subcolonies",,-121.48539900000,35.96192000040,,,South Central California
1286,477-015,477-015-00,,Unnamed Point,0,Unnamed Point,Monterey,"Colony, no subcolonies",,-121.48315600000,35.94943400030,,,South Central California
1287,477-016,477-016-00,,Mainland Point Across from Bird Rock,0,Mainland Point Across from Bird Rock,Monterey,"Colony, no subcolonies",,-121.45050200000,35.87710900000,,,South Central California
1288,477-017,477-017-00,,Point North of Redwood Gulch,0,Point North of Redwood Gulch,Monterey,"Colony, no subcolonies",,-121.40277900000,35.83904400030,,,South Central California
1289,477-018,477-018-01,MO-354-13,Seastack South of Redwood Gulch,1,Seastack South of Redwood Gulch-1,Monterey,Subcolony,,-121.39262000000,35.82716900040,,BLM,South Central California
1290,477-018,477-018-02,MO-354-13,Seastack South of Redwood Gulch,2,Seastack South of Redwood Gulch-2,Monterey,Subcolony,,-121.38996500000,35.82337099970,,BLM,South Central California
1985,477-018,477-018-03,MO-354-13,Seastack South of Redwood Gulch,3,Seastack South of Redwood Gulch-3,Monterey,Subcolony,,-121.39084832000,35.82560102160,,,South Central California
1291,477-018,477-018-99,MO-354-13,Seastack South of Redwood Gulch,99,Seastack South of Redwood Gulch Centroid,Monterey,"Colony, centroid of subcolonies",,-121.39166100000,35.82491999990,,,South Central California
1292,477-019,477-019-00,MO-354-14,Unmapped Island,0,Unmapped Island,Monterey,"Colony, no subcolonies",,-121.37981100000,35.80628500020,,,South Central California
1293,477-020,477-020-00,,Salmon Creek,0,Salmon Creek,Monterey,"Colony, no subcolonies",,-121.36408700000,35.80816100030,,,South Central California
1294,477-021,477-021-00,,Arched Pen South of Salmon Creek,0,Arched Pen South of Salmon Creek,Monterey,"Colony, no subcolonies",,-121.35573200000,35.80168600010,,,South Central California
1295,477-022,477-022-00,SL-354-01,Ragged Point Lodge Colony,0,Ragged Point Lodge Colony,San Luis Obispo,"Colony, no subcolonies",,-121.33262700000,35.77889000030,,,South Central California
1296,477-023,477-023-01,SL-354-03,Three (3) Rocks,1,Three (3) Rocks-1,San Luis Obispo,Subcolony,,-121.31997200000,35.75161000020,,,South Central California
1297,477-023,477-023-02,SL-354-03,Three (3) Rocks,2,Three (3) Rocks-2,San Luis Obispo,Subcolony,,-121.31806400000,35.74933399980,,BLM,South Central California
1298,477-023,477-023-03,SL-354-03,Three (3) Rocks,3,Three (3) Rocks-3,San Luis Obispo,Subcolony,,-121.31812600000,35.74892300030,,,South Central California
1299,477-023,477-023-04,SL-354-03,Three (3) Rocks,4,Three (3) Rocks-4,San Luis Obispo,Subcolony,,-121.31865900000,35.74875899970,,BLM,South Central California
1986,477-023,477-023-05,SL-354-03,Three (3) Rocks,5,Three (3) Rocks-5,San Luis Obispo,Subcolony,,-121.31732677900,35.74830285870,,,South Central California
1987,477-023,477-023-06,SL-354-03,Three (3) Rocks,6,Three (3) Rocks-6,San Luis Obispo,Subcolony,,-121.32187258700,35.75166656530,,,South Central California
1988,477-023,477-023-07,SL-354-03,Three (3) Rocks,7,Three (3) Rocks-7,San Luis Obispo,Subcolony,,-121.32075190800,35.74830647920,,BLM,South Central California
1300,477-023,477-023-99,SL-354-03,Three (3) Rocks,99,Three (3) Rocks Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-121.32087400000,35.74980500030,,,South Central California
1301,477-024,477-024-01,SL-352-03,Two Rocks South of Point Piedras Blancas,1,Two Rocks South of Point Piedras Blancas-1,San Luis Obispo,Subcolony,,-121.26902400000,35.65958700000,,BLM,South Central California
1302,477-024,477-024-02,SL-352-03,Two Rocks South of Point Piedras Blancas,2,Two Rocks South of Point Piedras Blancas-2,San Luis Obispo,Subcolony,,-121.26850900000,35.65891599980,,BLM,South Central California
1303,477-024,477-024-99,SL-352-03,Two rocks south of Point Piedras Blancas,99,Two rocks south of Point Piedras Blancas Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-121.26854419600,35.65832575890,,,South Central California
1304,477-025,477-025-00,,Island South of Cayucos Point,0,Island South of Cayucos Point,San Luis Obispo,"Colony, no subcolonies",,-120.93137200000,35.44549499980,,,South Central California
1305,477-026,477-026-01,SL-352-07,Morro Rock and Pillar Rock,1,Morro Rock and Pillar Rock-1,San Luis Obispo,Subcolony,,-120.86749500000,35.36939399970,,,South Central California
1306,477-026,477-026-02,SL-352-07,Morro Rock and Pillar Rock,2,Morro Rock and Pillar Rock-2,San Luis Obispo,Subcolony,,-120.86932300000,35.37206300000,,,South Central California
1307,477-026,477-026-99,SL-352-07,Morro Rock and Pillar Rock,99,Morro Rock and Pillar Rock Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-120.87042000000,35.37008900030,,,South Central California
1308,477-027,477-027-00,,Spooners Cove,0,Spooners Cove,San Luis Obispo,"Colony, no subcolonies",,-120.89258800000,35.27413799990,,,South Central California
1309,477-028,477-028-01,SL-350-04,Pup Rock and Adjacent Mainland,1,Pup Rock and Adjacent Mainland-1,San Luis Obispo,Subcolony,,-120.87488800000,35.22320700000,,BLM,South Central California
1310,477-028,477-028-02,SL-350-04,Pup Rock and Adjacent Mainland,2,Pup Rock and Adjacent Mainland-2,San Luis Obispo,Subcolony,,-120.86913300000,35.21870199990,,,South Central California
1311,477-028,477-028-03,SL-350-04,Pup Rock and Adjacent Mainland,3,Pup Rock and Adjacent Mainland-3,San Luis Obispo,Subcolony,,-120.86996600000,35.21716500040,,BLM,South Central California
1312,477-028,477-028-04,SL-350-04,Pup Rock and Adjacent Mainland,4,Pup Rock and Adjacent Mainland-4,San Luis Obispo,Subcolony,,-120.87098200000,35.22013400030,,,South Central California
1313,477-028,477-028-99,SL-350-04,Pup Rock and Adjacent Mainland,99,Pup Rock and Adjacent Mainland Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-120.87257000000,35.21911799990,,,South Central California
1314,477-029,477-029-01,SL-350-06,Diablo Rock and adjacent mainland,1,Diablo Rock and adjacent mainland-1,San Luis Obispo,Subcolony,,-120.86148100000,35.21305499960,,,South Central California
1315,477-029,477-029-02,SL-350-06,Diablo Rock and adjacent mainland,2,Diablo Rock and adjacent mainland-2,San Luis Obispo,Subcolony,,-120.86142400000,35.21054499970,,BLM,South Central California
1316,477-029,477-029-03,SL-350-06,Diablo Rock and adjacent mainland,3,Diablo Rock and adjacent mainland-3,San Luis Obispo,Subcolony,,-120.85781700000,35.20904500010,,,South Central California
1317,477-029,477-029-04,SL-350-06,Diablo Rock and adjacent mainland,4,Diablo Rock and adjacent mainland-4,San Luis Obispo,Subcolony,,-120.85894200000,35.20872700020,,,South Central California
1318,477-029,477-029-99,SL-350-06,Diablo Rock and adjacent mainland,99,Diablo Rock and adjacent mainland Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-120.86208700000,35.21063099970,,,South Central California
1319,477-030,477-030-01,SL-350-07,Diablo Canyon Nuclear Power Plant South,1,Diablo Canyon Nuclear Power Plant South-1,San Luis Obispo,Subcolony,,-120.85276300000,35.20521700000,,BLM,South Central California
1320,477-030,477-030-02,SL-350-07,Diablo Canyon Nuclear Power Plant South,2,Diablo Canyon Nuclear Power Plant South-2,San Luis Obispo,Subcolony,,-120.84788700000,35.20420699990,,,South Central California
1321,477-030,477-030-03,SL-350-07,Diablo Canyon Nuclear Power Plant South,3,Diablo Canyon Nuclear Power Plant South-3,San Luis Obispo,Subcolony,,-120.84581000000,35.20247599990,,,South Central California
1322,477-030,477-030-04,SL-350-07,Diablo Canyon Nuclear Power Plant South,4,Diablo Canyon Nuclear Power Plant South-4,San Luis Obispo,Subcolony,,-120.84416500000,35.20134999970,,,South Central California
1323,477-030,477-030-05,SL-350-07,Diablo Canyon Nuclear Power Plant South,5,Diablo Canyon Nuclear Power Plant South-5,San Luis Obispo,Subcolony,,-120.84304000000,35.20080199990,,,South Central California
1989,477-030,477-030-06,SL-350-07,Diablo Canyon Nuclear Power Plant South,6,Diablo Canyon Nuclear Power Plant South-6,San Luis Obispo,Subcolony,,-120.85139457700,35.20560797800,,,South Central California
1324,477-030,477-030-99,SL-350-07,Diablo Canyon Nuclear Power Plant South,99,Diablo Canyon Nuclear Power Plant South Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-120.84713700000,35.20207199980,,,South Central California
1325,477-031,477-031-01,,Double Rock Region,1,Double Rock Region-1,San Luis Obispo,Subcolony,,-120.83353300000,35.19580500000,,,South Central California
1326,477-031,477-031-02,,Double Rock Region,2,Double Rock Region-2,San Luis Obispo,Subcolony,,-120.82200200000,35.19195000020,,,South Central California
1327,477-031,477-031-03,,Double Rock Region,3,Double Rock Region-3,San Luis Obispo,Subcolony,,-120.82150600000,35.19215899990,,,South Central California
1328,477-031,477-031-04,,Double Rock Region,4,Double Rock Region-4,San Luis Obispo,Subcolony,,-120.81826800000,35.18970400020,,,South Central California
1329,477-031,477-031-05,,Double Rock Region,5,Double Rock Region-5,San Luis Obispo,Subcolony,,-120.80899800000,35.18550000020,,,South Central California
1330,477-031,477-031-99,,Double Rock Region,99,Double Rock Region Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-120.82136187300,35.19067504370,,,South Central California
1331,477-032,477-032-00,SL-350-09,Pecho Rock,0,Pecho Rock,San Luis Obispo,"Colony, no subcolonies",,-120.81680700000,35.17931499970,,,South Central California
1332,477-033,477-033-01,,Smith and Whaler Islands,1,Smith and Whaler Islands-1,San Luis Obispo,Subcolony,,-120.75495000000,35.15941300000,,,South Central California
1333,477-033,477-033-02,,Smith and Whaler Islands,2,Smith and Whaler Islands-2,San Luis Obispo,Subcolony,,-120.75495000000,35.16273100030,,BLM,South Central California
1334,477-033,477-033-03,,Smith and Whaler Islands,3,Smith and Whaler Islands-3,San Luis Obispo,Subcolony,,-120.75702400000,35.16885599990,,,South Central California
1335,477-033,477-033-99,,Smith and Whaler Islands,99,Smith and Whaler Islands Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-120.75459900000,35.16480500030,,,South Central California
1336,477-034,477-034-01,,Fossil Point,1,Fossil Point-1,San Luis Obispo,Subcolony,,-120.72595600000,35.17415300000,,,South Central California
1337,477-034,477-034-02,,Fossil Point,2,Fossil Point-2,San Luis Obispo,Subcolony,,-120.72017300000,35.17411299970,,,South Central California
1338,477-034,477-034-99,,Fossil Point,99,Fossil Point Centroid,San Luis Obispo,"Colony, centroid of subcolonies",,-120.72277798700,35.17236272690,,,South Central California
1339,477-035,477-035-01,SL-350-13,Shell Beach Rocks,1,Shell Beach Rocks-1,San Luis Obispo,Subcolony,,-120.67527900000,35.15325300020,,,South Central California
1340,477-035,477-035-02,SL-350-13,Shell Beach Rocks,2,Shell Beach Rocks-2,San Luis Obispo,Subcolony,,-120.67340500000,35.15209199990,,BLM,South Central California
1341,477-035,477-035-03,SL-350-13,Shell Beach Rocks,3,Shell Beach Rocks-3,San Luis Obispo,Subcolony,,-120.67359000000,35.15135199990,,,South Central California
1342,477-035,477-035-04,SL-350-13,Shell Beach Rocks,4,Shell Beach Rocks-4,San Luis Obispo,Subcolony,,-120.67176300000,35.15233299990,,,South Central California
1343,477-035,477-035-05,SL-350-13,Shell Beach Rocks,5,Shell Beach Rocks-5,San Luis Obispo,Subcolony,,-120.67047000000,35.15230699990,,,South Central California
1344,477-035,477-035-06,SL-350-13,Shell Beach Rocks,6,Shell Beach Rocks-6,San Luis Obispo,Subcolony,,-120.66973100000,35.15201600030,,,South Central California
1345,477-035,477-035-07,SL-350-13,Shell Beach Rocks,7,Shell Beach Rocks-7,San Luis Obispo,Subcolony,,-120.66859500000,35.15199000020,,BLM,South Central California
